X,Y,FID,OGF_ID,MOH_PRO_ID,SERV_TYPE,SERV_DET,EN_NAME,FR_NAME,EN_ALT,FR_ALT,ADDRESS_1,ADDRESS_2,ADDR_DESCR,COMMUNITY,POSTALCODE,GEO_UPT_DT,EFF_DATE
-75.8958425946315,45.3124278278786,1861,137286937,3922,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Bio-Test Laboratory Incorporated, ,Bio-Test Laboratory Incorporated, ,150 Katimavik Road,Unit 102, ,Ottawa,K2L2N2,20210527134101,20210527112703
-75.495582774386,45.4590185697776,1862,137286938,3940,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Bio-Test Laboratory Incorporated, ,Bio-Test Laboratory Inc., ,4289 Innes Road, , ,Ottawa,K1E0A8,20210527134059,20210527112807
-74.6438007785241,45.3057377784087,1863,137286939,4010,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,Glengarry Memorial Hospital, ,Glengarry Memorial Hospital, ,20260 County Road 43, , ,Alexandria,K0C1A0,20210527133921,20210527112256
-75.668914926592,45.396276551794,1864,137286940,4020,Laboratory - Hospital,Hospital Laboratory - Urban Hospital,The Ottawa Hospital, ,The Ottawa Hospital - Riverside Campus, ,1967 Riverside Drive, , ,Ottawa,K1H7W9,20210527134816,20210527112243
-77.6946246024979,45.4820064774709,1865,137286941,4031,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,St Francis Memorial Hospital, ,St. Francis Memorial Hospital, ,7 St. Francis Memorial Drive, , ,Barry's Bay,K0J1B0,20210527134357,20210527112231
-77.4750066871211,46.0908757891686,1866,137286942,4099,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,Deep River and District Hospital, ,Deep River and District Hospital, ,117 Banting Drive, , ,Deep River,K0J1P0,20210527134050,20210527112250
-77.1068061395099,45.8141463598665,1867,137286943,4115,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,Pembroke Regional Hospital Inc, ,Pembroke Regional Hospital Inc., ,705 MacKay Street, , ,Pembroke,K8A1G8,20210527134030,20210527112239
-75.3533304963944,45.0887948121094,1868,137286944,4117,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,Winchester District Memorial Hospital, ,Winchester District Memorial Hospital, ,566 Louise Street, , ,Winchester,K0C2K0,20210527135010,20210527112257
-74.7183598812057,45.0300899277486,1869,137286945,4148,Laboratory - Hospital,Hospital Laboratory - Regional Hospital(Urban),Cornwall Community Hospital/Hopital communautaire de Cornwall, ,Cornwall Community Hospital/Hopital communautaire de Cornwall - McConnell Site, ,840 McConnell Avenue, , ,Cornwall,K6H5S5,20210527134611,20210527112247
-75.7233670443221,45.3924980488559,1870,137286946,4162,Laboratory - Hospital,Hospital Laboratory - Teaching Hospital(Urban),The Ottawa Hospital, ,The Ottawa Hospital - Civic Campus, ,1053 Carling Avenue, , ,Ottawa,K1Y4E9,20210527134828,20210527112234
-76.6967070740851,45.4825505222788,1871,137286947,4190,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,Renfrew Victoria Hospital, ,Renfrew Victoria Hospital, ,499 Raglan Street North, , ,Renfrew,K7V1P6,20210527134717,20210527112253
-75.6393664210065,45.4459775615229,1872,137286948,4202,Laboratory - Hospital,Hospital Laboratory - Urban Hospital,Hopital Montfort, ,Hopital Montfort, ,713 Montreal Road, , ,Ottawa,K1K0T2,20210527134903,20210527112242
-74.6075589903203,45.5995070302542,1873,137286949,4206,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,Hopital General De Hawkesbury And District General Hospital Inc, ,Hopital General de Hawkesbury and District General Hospital Inc., ,1111 Ghislain Street, , ,Hawkesbury,K6A3G5,20210527134857,20210527112230
-75.6512841211394,45.4009195533286,1874,137286950,4232,Laboratory - Hospital,Hospital Laboratory - Teaching Hospital(Urban),Children's Hospital of Eastern Ontario, ,Children's Hospital of Eastern Ontario, ,401 Smyth Road, , ,Ottawa,K1H8L1,20210527133622,20210527112248
-75.8078457674113,45.3348371354349,1875,137286951,4236,Laboratory - Hospital,Hospital Laboratory - Regional Hospital(Urban),Queensway-Carleton Hospital, ,Queensway-Carleton Hospital Laboratory, ,3045 Baseline Road, , ,Ottawa,K2H8P4,20210527133628,20210527112235
-76.1883810842253,45.2295246012313,1876,137286952,4237,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,Almonte General Hospital, ,Almonte General Hospital, ,75 Spring Street, , ,Mississippi Mills,K0A1A0,20210527134612,20210527112254
-75.6418319852679,45.009812486508,1877,137286953,4238,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,Kemptville District Hospital, ,Kemptville District Hospital, ,2675 Concession Road,c/o Queensway-Carleton Hospital, ,Kemptville,K0G1J0,20210527133639,20210527112242
-76.3530301569371,45.4413028302705,1878,137286954,4240,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,Arnprior & District Memorial Hospital, ,Arnprior & District Memorial Hospital, ,350 John Street North, , ,Arnprior,K7S2P6,20210527134147,20210527112230
-76.1367774596512,45.1411683882854,1879,137286955,4241,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,Carleton Place and District Memorial Hospital, ,Carleton Place and District Memorial Hospital, ,211 Lake Avenue East, , ,Carleton Place,K7C1J4,20210527134957,20210527112250
-75.6476279199536,45.4012330535358,1880,137286956,4249,Laboratory - Hospital,Hospital Laboratory - Teaching Hospital(Urban),The Ottawa Hospital, ,The Ottawa Hospital - General Site, ,501 Smyth Road, , ,Ottawa,K1H8L6,20210527135031,20210527112236
-75.6243796106758,45.3826870513423,1881,137286957,4273,Laboratory - Hospital,Public Health Laboratory (Agency) - Regional PHL,Ontario Agency for Health Protection and Promotion, ,Ontario Agency for Health Protection and Promotion - Ottawa Public Health Laboratory, ,2380 St. Laurent Boulevard, , ,Ottawa,K1G6C4,20210527133727,20210527112256
-75.652477421546,45.4010483533004,1882,137286958,4282,Laboratory - Hospital,Hospital Laboratory - Specialty & Ref. Lab,Children's Hospital of Eastern Ontario, ,Newborn Screening Ontario (NSO), ,415 Smyth Road, , ,Ottawa,K1H8M8,20210527135032,20210527112243
-75.8271600728737,45.3238641327418,1883,137286959,5074,Laboratory - Community Private,Community (Private) Laboratory - Broad Scope * Spl. Lab,Bio-Test Laboratory Incorporated, ,Bio-Test Laboratory Incorporated, ,2006 Robertson Road,Unit 16, ,Ottawa,K2H1A5,20210527134026,20210527112422
-75.6684252264942,45.3970384519448,1884,137286960,5281,Laboratory - Community Private,Community (Private) Laboratory - General Function Lab,LifeLabs LP, ,LifeLabs, ,1919 Riverside Drive, , ,Ottawa,K1H1A2,20210527133804,20210527112422
-75.6407829178163,45.4027996540911,1885,137286961,5542,Laboratory - Community Private,Community (Private) Laboratory - Broad Scope * Spl. Lab,Dynacare-Gamma Laboratory Partnership, ,Dynacare, ,750 Peter Morand Crescent, , ,Ottawa,K1G6S4,20210527134806,20210527112422
-82.9463370802124,42.3101864762514,1886,137286962,3191,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,6505 Tecumseh Road East, , ,Windsor,N8T1E6,20210527133646,20210527112635
-83.0620657102183,42.2487786595848,1887,137286963,3194,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Medical Laboratories of Windsor Limited, ,Medical Laboratories of Windsor Limited, ,5841 Malden Road,Suite 112, ,Windsor,N9H1S0,20210527134446,20210527112733
-82.7369942914737,42.0376494380724,1888,137286964,3438,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,59 Main Street East, , ,Kingsville,N9Y1A1,20210527134244,20210527112837
-82.388540169033,42.9777551216819,1889,137286965,3555,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,481 London Road, , ,Sarnia,N7T4X3,20210527134416,20210527112705
-82.1908677558052,42.4065832306922,1890,137286966,3689,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare-Gamma Laboratory Partnership, ,Dynacare, ,20 Emma Street, , ,Chatham-Kent,N7L5K5,20210527134402,20210527112800
-82.4017973742956,42.9900824231735,1891,137286967,3805,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,704 Mara Street, , ,Point Edward,N7V1X4,20210527134251,20210527112630
-83.0099893960949,42.2694822658574,1892,137286968,3811,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare-Gamma Laboratory Partnership, ,Dynacare, ,3176 Dougall Avenue, , ,Windsor,N9E1S6,20210527133949,20210527112727
-82.6151714551536,42.0504828463484,1893,137286969,3812,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Medical Laboratories of Windsor Limited, ,Medical Laboratories of Windsor Limited, ,197 Talbot Street West, , ,Leamington,N8H1N8,20210527134445,20210527112831
-82.3864221326328,42.5880425532584,1894,137286970,3820,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,30 McNaughton Avenue, , ,Chatham-Kent,N8A1N9,20210527133720,20210527112658
-82.3886672697502,42.9850535229518,1895,137286971,3821,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,429 Exmouth Street, , ,Sarnia,N7T6Y5,20210527134138,20210527112802
-82.2159680625308,42.394890727383,1896,137286972,3838,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,857 Grand Avenue West, , ,Chatham-Kent,N7L4T1,20210527134457,20210527112631
-82.9989584955762,42.3011981720322,1897,137286973,3850,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Medical Laboratories of Windsor Limited, ,Medical Laboratories of Windsor Limited, ,1909 Tecumseh Road East, , ,Windsor,N8W1C9,20210527134247,20210527112720
-82.8714486574639,42.3133624805453,1898,137286974,3866,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Medical Laboratories of Windsor Limited, ,Medical Laboratories of Windsor Limited, ,13278 Tecumseh Road East, , ,Windsor,N8N3T6,20210527134228,20210527112824
-81.7893003559329,42.683560599487,1899,137286975,3869,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Hospital SCC,Strathroy Middlesex General Hospital, ,Four Counties Health Services, ,1824 Concession Drive, , ,Newbury,N0L1Z0,20210527134238,20210527112652
-83.0125584989567,42.2923754697891,1900,137286976,3907,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Medical Laboratories of Windsor Limited, ,Medical Laboratories of Windsor Limited, ,2462 Howard Avenue, , ,Windsor,N8X3V6,20210527134810,20210527112754
-82.9928291936929,42.3012063723397,1901,137286977,3908,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Medical Laboratories of Windsor Limited, ,Medical Laboratories of Windsor Limited, ,2224 Walker Road, , ,Windsor,N8W5L7,20210527134826,20210527112623
-82.1936404565282,42.4050664302866,1902,137286978,4015,Laboratory - Hospital,Hospital Laboratory - Urban Hospital,Public General Hospital, ,Chatham Kent Health Alliance - Chatham Site, ,80 Grand Avenue West, , ,Chatham-Kent,N7L1B7,20210527134300,20210527112231
-82.3906157696028,42.976949021437,1903,137286979,4045,Laboratory - Hospital,Hospital Laboratory - Regional Hospital(Urban),Bluewater Health, ,Bluewater Health - Sarnia, ,89 Norman Street, , ,Sarnia,N7T6S3,20210527135025,20210527112249
-82.9972741949471,42.2999686718983,1904,137286980,4049,Laboratory - Hospital,Hospital Laboratory - Urban Hospital,Windsor Regional Hospital, ,Windsor Regional Hospital - Metropolitan Campus, ,1995 Lens Avenue, , ,Windsor,N8W1L9,20210527134006,20210527112238
-82.1468894848084,42.8786533163419,1905,137286981,4072,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,Bluewater Health, ,Bluewater Health - CEEH, ,450 Blanche Street, , ,Petrolia,N0N1R0,20210527133801,20210527112257
-82.6141711546952,42.0487748460916,1906,137286982,4094,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,Erie Shores HealthCare, ,Erie Shores Healthcare, ,194 Talbot Street West, , ,Leamington,N8H1N9,20210527134919,20210527112245
-82.3668277275781,42.5991994562,1907,137286983,4103,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,"Sydenham District Hospital, c/o Chatham-Kent Health Alliance", ,Chatham Kent Health Alliance - Wallaceburg Site, ,325 Margaret Avenue, , ,Chatham-Kent,N8A2A7,20210527134810,20210527112232
-83.0322820064672,42.3083627716371,1908,137286984,4135,Laboratory - Hospital,Hospital Laboratory - Urban Hospital,Windsor Regional Hospital, ,Windsor Regional Hospital - Ouellette Campus, ,1030 Ouellette Avenue, , ,Windsor,N9A1E1,20210527134348,20210527112251
-83.0284636046926,42.3017339706534,1909,137286985,5093,Laboratory - Community Private,"Community (Private) Laboratory - Broad Scope, Splty & Ref.Lab",Medical Laboratories of Windsor Limited, ,Medical Laboratories of Windsor - Main Branch, ,1428 Ouellette Avenue,Suite 310, ,Windsor,N8X1K4,20210527134125,20210527112422
-83.0149089003029,42.2992609708923,1910,137286986,5241,Laboratory - Community Private,Community (Private) Laboratory - General Function Lab,Bio-Science Laboratory - Ontario - Limited, ,Bio-Science Laboratory - Ontario - Limited, ,700 Tecumseh Road East, , ,Windsor,N8X4T2,20210527135023,20210527112422
-80.2220006751528,42.79470509395,1911,137286987,3000,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,87 Thompson Drive, , ,Port Dover,N0A1N4,20210527134832,20210527112721
-79.2963649038033,43.0439675811022,1912,137286988,3012,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Alpha Laboratories Incorporated, ,Alpha Laboratories Inc., ,155 Highway 20 West, , ,Pelham,L0S1E0,20210527134202,20210527112818
-79.9574379324144,43.2652526899665,1913,137286989,3017,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,60 Hatt Street, , ,Hamilton,L9H7T6,20210527134223,20210527112645
-80.2159699060704,43.1727575614804,1914,137286990,3026,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,40 Shellington Place, , ,Brantford,N3S0C5,20210527134724,20210527112745
-79.0968550461593,43.1119107022921,1915,137286991,3044,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,4256 Portage Road, , ,Niagara Falls,L2E6A4,20210527135018,20210527112617
-79.2301833928906,43.1632825054111,1916,137286992,3150,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,145 Queenston Street, , ,St. Catharines,L2R2Z9,20210527134056,20210527112715
-79.239787793955,43.1398608007978,1917,137286993,3154,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,1 Belton Boulevard, , ,St. Catharines,L2T3Y4,20210527134740,20210527112820
-79.2539282035669,43.2000662108826,1918,137286994,3155,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,33 Lakeshore Road, , ,St. Catharines,L2N7B3,20210527134330,20210527112647
-79.2379814911921,43.1140338962718,1919,137286995,3158,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,3460 Schmon Parkway, , ,Thorold,L2V4Y6,20210527134004,20210527112738
-79.8365224908078,43.2273525888977,1920,137286996,3345,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,1007 Fennell Avenue East, , ,Hamilton,L8T1R1,20210527134701,20210527112842
-79.2544126979825,43.13255879883,1921,137286997,3346,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,245 Pelham Road, , ,St. Catharines,L2S1X8,20210527134644,20210527112709
-79.2530912767779,42.8857110547068,1922,137286998,3349,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,222 Catherine Street,Unit A, ,Port Colborne,L3K4K8,20210527134128,20210527112812
-80.3870875629033,43.204582059031,1923,137286999,3378,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,238 Grand River Street North, , ,Brant,N3L2N7,20210527133709,20210527112639
-80.2352717098202,43.1460268558411,1924,137287000,3407,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,99 Wayne Gretzky Parkway, , ,Brantford,N3S7P1,20210527134528,20210527112739
-79.7924652774107,43.2338272920932,1925,137287001,3423,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,280 Queenston Road, , ,Hamilton,L8K1H1,20210527133632,20210527112834
-79.5439265946899,43.1886124955619,1926,137287002,3424,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,155 Main Street East, , ,Grimsby,L3M1P2,20210527134250,20210527112701
-79.9537483313702,43.2666724903901,1927,137287003,3427,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,16 Cross Street, , ,Hamilton,L9H2R4,20210527134724,20210527112805
-80.0456692337042,42.9590072314845,1928,137287004,3428,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,75 Parkview Road, , ,Hagersville,N0A1H0,20210527134807,20210527112633
-80.4970500669974,42.8562664920656,1929,137287005,3450,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,105 Main Street, , ,Delhi,N4B2L8,20210527133757,20210527112732
-80.2897458009857,42.8470800001467,1930,137287006,3453,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,65 Donly Drive North, , ,Simcoe,N3Y0C2,20210527134629,20210527112836
-78.9397878790326,42.9059035724248,1931,137287007,3516,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,660 Garrison Road,Unit 5, ,Fort Erie,L2A6E2,20210527134236,20210527112655
-79.7974131894801,43.3541982131561,1932,137287008,3549,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,3155 Harvester Road, , ,Burlington,L7N3V2,20210527133701,20210527112758
-79.901368520697,43.3342393047779,1933,137287009,3586,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Alpha Laboratories Incorporated, ,Alpha Laboratories Incorporated, ,95 Hamilton Street North,Waterdown Family Medical Centre, ,Hamilton,L0R2H0,20210527134421,20210527112629
-79.2518578844568,42.981992672032,1934,137287010,3607,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,477 King Street, , ,Welland,L3B3K4,20210527134957,20210527112725
-79.9893816381609,43.2153395796418,1935,137287011,3614,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,54 Wilson Street West, , ,Hamilton,L9G3T8,20210527134037,20210527112829
-79.0661201483335,43.2532318288878,1936,137287012,3619,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,176 Wellington Street, , ,Niagara-On-The-Lake,L0S1J0,20210527134701,20210527112657
-79.7751670716664,43.2308122923624,1937,137287013,3669,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare-Gamma Laboratory Partnership, ,Dynacare, ,631 Queenston Road, , ,Hamilton,L8K6R5,20210527133741,20210527112801
-79.8609533980646,43.2218101867787,1938,137287014,3670,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare-Gamma Laboratory Partnership, ,Dynacare, ,849 Upper Wentworth Street, , ,Hamilton,L8L2Z5,20210527133848,20210527112620
-79.8841006087878,43.2607033925865,1939,137287015,3683,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare-Gamma Laboratory Partnership, ,Dynacare, ,505 King Street West, , ,Hamilton,L8P1B9,20210527134416,20210527112719
-79.8050316907411,43.3409947104689,1940,137287016,3709,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,2200 Fairview Street, , ,Burlington,L7R4H9,20210527135034,20210527112823
-79.8711318037297,43.2498238912657,1941,137287017,3719,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,25 Charlton Avenue East, , ,Hamilton,L8N1Y2,20210527134354,20210527112651
-79.2375849979304,43.1948892107055,1942,137287018,3726,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,282 Linwell Road, , ,St. Catharines,L2N6N5,20210527134427,20210527112752
-79.8278393879456,43.2260735890749,1943,137287019,3728,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,1119 Fennell Avenue East, , ,Hamilton,L8T1S2,20210527134354,20210527112622
-80.2759525227522,43.1470366541053,1944,137287020,3737,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,221 Brant Avenue, , ,Brantford,N3T3J2,20210527134021,20210527112713
-79.789837890467,43.3928821203373,1945,137287021,3796,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,1960 Appleby Line, , ,Burlington,L7L0B7,20210527134634,20210527112817
-79.7563322643871,43.2157180905605,1946,137287022,3814,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,15 Mountain Avenue South, , ,Hamilton,L8G2V6,20210527134332,20210527112644
-79.8563516983848,43.2422250906089,1947,137287023,3832,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,437 Concession Street, , ,Hamilton,L9A1C1,20210527133817,20210527112744
-79.8100227917426,43.334348009062,1948,137287024,3842,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare-Gamma Laboratory Partnership, ,Dynacare, ,809 Brant Street, , ,Burlington,L7R2J4,20210527134529,20210527112616
-79.1025464473616,43.1047041007469,1949,137287025,3849,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare-Gamma Laboratory Partnership, ,Dynacare, ,6453 Morrison Street, , ,Niagara Falls,L2E7H1,20210527134604,20210527112714
-79.0905896427787,43.0954256996292,1950,137287026,3854,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,5400 Portage Road, , ,Niagara Falls,L2G5X7,20210527134330,20210527112819
-79.8506314985583,43.2650011949073,1951,137287027,3863,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare-Gamma Laboratory Partnership, ,Dynacare, ,414 Victoria Avenue North, , ,Hamilton,L8L5G8,20210527134337,20210527112637
-79.8217112005188,43.3921626187224,1952,137287028,3888,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare-Gamma Laboratory Partnership, ,Dynacare, ,2951 Walkers Line, , ,Burlington,L7M4Y1,20210527134643,20210527112736
-79.2681104910288,42.9988154743077,1953,137287029,3892,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Alpha Laboratories Incorporated, ,Alpha Laboratories Incorporated, ,555 Prince Charles Drive North,Suite 111, ,Welland,L3C6B5,20210527133745,20210527112841
-79.7766998674736,43.1768529827206,1954,137287030,3898,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare-Gamma Laboratory Partnership, ,Dynacare, ,35 Upper Centennial Parkway, , ,Hamilton,L8G3W2,20210527134728,20210527112708
-79.8023608877732,43.3167411063074,1955,137287031,4014,Laboratory - Hospital,Hospital Laboratory - Urban Hospital,Joseph Brant Hospital, ,Joseph Brant Hospital, ,1245 Lakeshore Road, , ,Burlington,L7S0A2,20210527134313,20210527112237
-79.248871883352,42.9801202718319,1956,137287032,4027,Laboratory - Hospital,Hospital Laboratory - Urban Hospital,Niagara Health System, ,Niagara Health System - Welland County General Hospital Site, ,65 Third Street, , ,Welland,L3B4W6,20210527135019,20210527112228
-79.8713043036755,43.2485753910366,1957,137287033,4037,Laboratory - Hospital,Hospital Laboratory - Teaching Hospital(Urban),St Joseph's Healthcare, ,St. Joseph's Healthcare, ,50 Charlton Avenue East,Charlton Site, ,Hamilton,L8N4A6,20210527134353,20210527112246
-79.0895747423313,43.0939418994098,1958,137287034,4069,Laboratory - Hospital,Hospital Laboratory - Urban Hospital,Niagara Health System, ,Niagara Health System - The Greater Niagara General Hospital Site, ,5546 Portage Road, , ,Niagara Falls,L2E6X2,20210527134351,20210527112233
-79.8841112070241,43.2404534890019,1959,137287035,4087,Laboratory - Hospital,Hospital Laboratory - Teaching Hospital(Urban),St Joseph's Healthcare, ,St. Joseph's Healthcare - West 5th Campus, ,100 West 5th Street, , ,Hamilton,L8P3R2,20210527134627,20210527112253
-80.3143243076937,42.8351655968717,1960,137287036,4090,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,Norfolk General Hospital, ,Norfolk General Hospital, ,365 West Street, , ,Simcoe,N3Y1T7,20210527135044,20210527112239
-80.2763880233214,43.1519506549545,1961,137287037,4092,Laboratory - Hospital,Hospital Laboratory - Urban Hospital,Brant Community Healthcare System, ,Brant Community Healthcare System Laboratory, ,200 Terrace Hill Street, , ,Brantford,N3R1G9,20210527133847,20210527112258
-79.6251354962561,42.9054967413301,1962,137287038,4093,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,Haldimand War Memorial Hospital, ,Haldimand War Memorial Hospital, ,400 Broad Street West, , ,Dunnville,N1A2P7,20210527134724,20210527112246
-79.2785037074294,43.1536715014976,1963,137287039,4107,Laboratory - Hospital,Hospital Laboratory - Urban Hospital,Niagara Health System, ,Niagara Health System - St. Catharines General Site, ,1200 Fourth Avenue, , ,St. Catharines,L2S0A9,20210527133742,20210527112235
-79.2589923781341,42.8795547533343,1964,137287040,4121,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,Niagara Health System, ,Niagara Health System - Port Colborne General Hospital Site, ,260 Sugarloaf Street, , ,Port Colborne,L3K2N7,20210527133654,20210527112254
-79.9169699190378,43.2588481907245,1965,137287041,4137,Laboratory - Hospital,Hospital Laboratory - Teaching Hospital(Urban),Hamilton Health Sciences, ,Hamilton Health Sciences - MUMC Site, ,1200 Main Street West, , ,Hamilton,L8S4J9,20210527134824,20210527112241
-79.5419093940199,43.1882644955929,1966,137287042,4141,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,West Lincoln Memorial Hospital, ,West Lincoln Memorial Hospital, ,169 Main Street East, , ,Grimsby,L3M1P3,20210527134519,20210527112229
-79.8540901994342,43.2624780942996,1967,137287043,4180,Laboratory - Hospital,Hospital Laboratory - Teaching Hospital(Urban),Hamilton Health Sciences, ,Hamilton Health Sciences - Hamilton General Site, ,237 Barton Street East, , ,Hamilton,L8L2X2,20210527134840,20210527112247
-79.8449428945747,43.2399801907426,1968,137287044,4181,Laboratory - Hospital,Hospital Laboratory - Teaching Hospital(Urban),Hamilton Health Sciences, ,Juravinski Hospital and Cancer Centre, ,711 Concession Street, , ,Hamilton,L8V1C3,20210527134318,20210527112234
